Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Model Name,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight,Outliers,bin_cut_break,Price Range,INDEX,Brand_Encode,Dial Shape_Encode,Strap Color_Encode,Strap Material_Encode,Battery Life (Days)_Encode,Display Size_Encode,Weight_Encode,Bluetooth_Encode,Touchscreen_Encode
noise,1499.0,4999.0,70.0140028,4.1,148555.0,ColorFit Pro 2,Rectangle,Black,Synthetic,Yes,22.0,Yes,1.3 inches,<= 20 g,NO,Low,< 18000,37,1999.0,24565.0,16618.0,1999.0,22.0,18431.0,24258.0,1.0,1.0
noise,1999.0,5999.0,66.67777963,4.1,69379.0,ColorFit Pro 3,Rectangle,Black,Thermo Plastic Polyurethene,Yes,3.5,Yes,1.6 inches,20 - 35 g,NO,Low,< 18000,39,1499.0,24554.0,16608.0,1799.0,3.0,33155.0,18351.0,1.0,1.0
fire-boltt,3449.0,9999.0,65.50655066,3.8,83.0,ring,Square,Black,Rubber,Yes,22.0,Yes,0.1 inches,75g +,NO,Low,< 18000,74,19103.0,8197.0,16579.0,24786.0,22.0,3269.0,16455.0,1.0,1.0
honor,8999.0,14999.0,40.00266684,4.4,14613.0,Magic Watch 2 (46mm),Circle,Black,Fluoroelastomer,Yes,8.0,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,139,12199.0,21408.0,16468.0,22516.0,8.0,18067.0,18246.0,1.0,1.0
honor,12999.0,18999.0,31.58060951,4.2,84.0,Watch GS 3,Circle,Blue,Leather,Yes,8.0,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,140,11399.0,21339.0,15862.0,19780.0,8.0,17913.0,18186.0,1.0,1.0
honor,13999.0,15999.0,12.500781300000002,4.4,14613.0,Magic Watch 2 (46 mm),Circle,Brown,Leather,Yes,8.0,Yes,1.8 inches,20 - 35 g,NO,Low,< 18000,141,11199.0,21322.0,20326.0,19637.0,8.0,20548.0,18172.0,1.0,1.0
honor,17999.0,20999.0,14.28639459,4.4,1111.0,Watch GS Pro,Circle,Blue,Nylon,Yes,17.5,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,142,10399.0,21253.0,15584.0,19103.0,17.0,17721.0,18112.0,1.0,1.0
honor,4999.0,10999.0,54.55041367,4.3,2241.0,Watch ES,Rectangle,Pink,Silicon,Yes,22.0,Yes,1.6 inches,<= 20 g,NO,Low,< 18000,143,12999.0,24491.0,14071.0,15046.0,22.0,33005.0,24163.0,1.0,1.0
honor,10999.0,13999.0,21.43010215,4.4,14613.0,Magic Watch 2 (42 mm),Circle,Black,Fluoroelastomer,Yes,22.0,Yes,1.7 inches,<= 20 g,NO,Low,< 18000,146,11799.0,21374.0,16428.0,22350.0,22.0,18457.0,24001.0,1.0,1.0
samsung,12990.0,29999.0,56.69855662,4.4,35511.0,"Watch 4, 44mmSuper AMOLED bluetooth calling function & body composition tracking",Circle,Black,Rubber,Yes,3.5,Yes,1.4 inches,<= 20 g,NO,Low,< 18000,155,27277.0,21339.0,16388.0,23991.0,3.0,17913.0,23947.0,1.0,1.0
samsung,16999.0,34999.0,51.43004086,4.2,567.0,Galaxy Watch4 LTE (4.4cm),Circle,Black,Fluoroelastomer,Yes,3.5,Yes,1.4 inches,<= 20 g,NO,Low,< 18000,156,27110.0,21270.0,16308.0,21850.0,3.0,17759.0,23839.0,1.0,1.0
samsung,17490.0,34999.0,50.02714363,4.2,567.0,Galaxy Watch4 Classic Bluetooth(4.2cm),Circle,Silver,Fluoroelastomer,Yes,3.5,Yes,1.2 inches,20 - 35 g,NO,Low,< 18000,157,27089.0,21262.0,17698.0,21809.0,3.0,32195.0,18119.0,1.0,1.0
samsung,11999.0,30990.0,61.28105841,4.3,1489.0,Galaxy Watch 3 41 mm,Circle,Black,Leather,Yes,3.5,Yes,1.6 inches,20 - 35 g,NO,Low,< 18000,158,27318.0,21356.0,16408.0,19923.0,3.0,32655.0,18201.0,1.0,1.0
samsung,16999.0,28490.0,40.33345033,4.1,1980.0,Galaxy Watch Active 2 Aluminium LTE,Circle,Grey,Silicon,Yes,3.5,Yes,1.4 inches,<= 20 g,NO,Low,< 18000,159,27110.0,21270.0,12476.0,14906.0,3.0,17759.0,23839.0,1.0,1.0
samsung,16999.0,31990.0,46.86151922,4.4,23940.0,Galaxy Watch Active 2 Steel,Circle,Black,Leather,Yes,3.5,Yes,1.7 inches,20 - 35 g,NO,Low,< 18000,160,27110.0,21270.0,16308.0,19208.0,3.0,17857.0,18127.0,1.0,1.0
samsung,16999.0,25990.0,34.59407464,4.4,23940.0,Galaxy Watch Active 2 Aluminium,Circle,Beige,Silicon,Yes,3.5,Yes,1.7 inches,<= 20 g,NO,Low,< 18000,161,27110.0,21270.0,14494.0,14906.0,3.0,17857.0,23839.0,1.0,1.0
samsung,16990.0,33999.0,50.027941999999996,4.5,12211.0,Galaxy Watch 46 mm,Circle,Black,Rubber,Yes,3.5,Yes,1.8 inches,75g +,NO,Low,< 18000,162,27110.0,21270.0,16308.0,23658.0,3.0,20412.0,16057.0,1.0,1.0
garmin,16990.0,20990.0,19.05669366,4.4,90.0,"Venu Sq, Smartwatch, Advanced Sleep Monitoring, Upto 6 Days of Battery, SPO2",Square,Grey,Silicon,Yes,17.5,Yes,1.3 inches,20 - 35 g,NO,Low,< 18000,164,42101.0,7773.0,12476.0,14906.0,17.0,17325.0,18127.0,1.0,1.0
huawei,14990.0,20990.0,28.5850405,4.5,3228.0,Watch GT 2 (46 mm),Circle,Black,Fluoroelastomer,Yes,8.0,Yes,1.8 inches,20 - 35 g,NO,Low,< 18000,167,12590.0,21305.0,16348.0,22017.0,8.0,20503.0,18157.0,1.0,1.0
huawei,14990.0,19990.0,25.01250625,4.7,,Watch GT 2 (42 mm),Circle,Black,Fluoroelastomer,Yes,22.0,Yes,1.7 inches,<= 20 g,NO,Low,< 18000,169,12590.0,21305.0,16348.0,22017.0,22.0,18058.0,23893.0,1.0,1.0
huawei,10990.0,20990.0,47.64173416,4.5,203.0,Watch GT Sport,Circle,Black,Silicon,Yes,8.0,Yes,1.8 inches,75g +,NO,Low,< 18000,171,13390.0,21374.0,16428.0,14976.0,8.0,20684.0,16234.0,1.0,1.0
huawei,10990.0,21990.0,50.02273761,4.5,93.0,Watch GT Classic,Circle,Brown,Leather,Yes,8.0,Yes,1.8 inches,75g +,NO,Low,< 18000,172,13390.0,21374.0,21329.0,20067.0,8.0,20684.0,16234.0,1.0,1.0
huawei,6990.0,14990.0,53.36891261,4.3,119.0,Watch Fit,Rectangle,Pink,Silicon,Yes,22.0,Yes,4.2 inches,<= 20 g,NO,Low,< 18000,175,14190.0,24448.0,13823.0,15023.0,22.0,19103.0,24109.0,1.0,1.0
dizo,1299.0,5499.0,76.37752319,4.0,1598.0,"Watch D Sharp 1.75"" with High Res (320*390) Display (By realme techLife)",Rectangle,Grey,Silicon,Yes,8.0,Yes,1.8 inches,20 - 35 g,NO,Low,< 18000,181,3222.0,24569.0,13597.0,15089.0,8.0,21125.0,18361.0,1.0,1.0
dizo,1799.0,4999.0,64.01280256,4.2,34953.0,Watch D 1.8 inch Dynamic display with 550nits brightness,Rectangle,Black,Silicon,Yes,8.0,Yes,1.8 inches,75g +,NO,Low,< 18000,182,3193.0,24559.0,16612.0,15083.0,8.0,21102.0,16504.0,1.0,1.0
dizo,3299.0,5999.0,45.00750125,4.0,28926.0,Watch R AMOLED with 45 mm Dial Size (by realme techLife),Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,20 - 35 g,NO,Low,< 18000,183,3104.0,21506.0,16582.0,15066.0,22.0,18302.0,18331.0,1.0,1.0
dizo,1999.0,5999.0,66.67777963,4.1,561.0,"Watch D2 with 1.91 inch super big display ,BT Calling (by realme TechLife)",Rectangle,Black,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g,NO,Low,< 18000,184,3181.0,24554.0,16608.0,15081.0,22.0,12421.0,18351.0,1.0,1.0
dizo,1699.0,3999.0,57.51437859,4.2,110067.0,Watch 2,Rectangle,Pink,Silicon,Yes,12.5,Yes,1.7 inches,75g +,NO,Low,< 18000,185,3199.0,24561.0,14484.0,15084.0,12.0,19387.0,16507.0,1.0,1.0
dizo,1199.0,3499.0,65.73306659,4.2,62964.0,"Watch 2 sports (by realme techlife) 1.69"" Bright screen with 110+ sports modes",Square,Blue,Silicon,Yes,22.0,Yes,1.7 inches,20 - 35 g,NO,Low,< 18000,186,3228.0,8267.0,16518.0,15090.0,22.0,19437.0,18363.0,1.0,1.0
dizo,4499.0,6999.0,35.71938848,4.2,6385.0,"Watch R Talk, Amoled Display with Calling & 10 days battery",Circle,Grey,Silicon,Yes,22.0,Yes,1.3 inches,75g +,NO,Low,< 18000,187,3034.0,21486.0,13369.0,15052.0,22.0,18217.0,16425.0,1.0,1.0
dizo,3499.0,5999.0,41.67361227,4.2,1785.0,Watch D Talk 1.8 display with calling&7 day battery (by realme Techlife),Rectangle,Grey,Silicon,Yes,22.0,Yes,1.8 inches,75g +,NO,Low,< 18000,188,3093.0,24523.0,13440.0,15063.0,22.0,21025.0,16454.0,1.0,1.0
dizo,1999.0,3999.0,50.01250313,3.9,3492.0,Watch S 1.57 Bright touch screen with rectangular display and 110+ sports modes,Rectangle,Pink,Silicon,Yes,22.0,Yes,1.6 inches,20 - 35 g,NO,Low,< 18000,189,3181.0,24554.0,14446.0,15081.0,22.0,33155.0,18351.0,1.0,1.0
dizo,1999.0,4999.0,60.0120024,4.1,717.0,"Watch D Plus with 1.85inch,550nits display&14 day battery",Rectangle,Blue,Silicon,Yes,8.0,Yes,1.9 inches,20 - 35 g,NO,Low,< 18000,190,3181.0,24554.0,16473.0,15081.0,8.0,12421.0,18351.0,1.0,1.0
dizo,2799.0,3999.0,30.00750188,4.1,7586.0,Watch Pro,Square,Black,Silicon,Yes,8.0,Yes,1.8 inches,20 - 35 g,NO,Low,< 18000,191,3134.0,8217.0,16592.0,15072.0,8.0,21057.0,18339.0,1.0,1.0
dizo,3299.0,6999.0,52.86469496,3.9,345.0,WATCH D ULTRA 1.78 AMOLED WITH CALLING,Square,Blue,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Low,< 18000,192,3104.0,8201.0,16401.0,15066.0,22.0,21034.0,18331.0,1.0,1.0
dizo,3999.0,6999.0,42.86326618,4.1,663.0,"Watch R Talk Go, 1.39 inch, 550nits display, 10 day battery (by realme TechLife)",Circle,Blue,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,193,3063.0,21494.0,16362.0,15058.0,22.0,18259.0,18321.0,1.0,1.0
dizo,2699.0,5999.0,55.00916819,3.3,222.0,"WATCH D PRO WITH CALLING,D1 CHIPSET,OS,1.85 INCH DISPLAY",Square,Grey,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g,NO,Low,< 18000,194,3140.0,8220.0,13497.0,15073.0,22.0,12343.0,18340.0,1.0,1.0
dizo,5999.0,6999.0,14.28775539,4.2,13.0,"R Talk, Amoled Display with Calling & 10 days battery",Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,75g +,NO,Low,< 18000,195,2946.0,21460.0,16528.0,15034.0,22.0,18110.0,16380.0,1.0,1.0
dizo,5999.0,6999.0,14.28775539,4.2,13.0,R TALK SMARTWATCH Amoled Display with Calling10 Days Battery(SilverGrey)FreeSize,Circle,Grey,Silicon,Yes,22.0,Yes,1.3 inches,75g +,NO,Low,< 18000,196,2946.0,21460.0,13262.0,15034.0,22.0,18110.0,16380.0,1.0,1.0
dizo,3999.0,5999.0,33.33888981,4.2,42860.0,D TALK SMART WATCH (SILVER GREY),Rectangle,Grey,Silicon,Yes,22.0,Yes,1.8 inches,75g +,NO,Low,< 18000,197,3063.0,24512.0,13404.0,15058.0,22.0,21002.0,16439.0,1.0,1.0
dizo,3999.0,5999.0,33.33888981,4.2,42860.0,"D Talk DW 32051 Smart Watch with Up to 7 Day Battery Life, Classic Black",Rectangle,Black,Silicon,Yes,22.0,Yes,1.8 inches,75g +,NO,Low,< 18000,198,3063.0,24512.0,16568.0,15058.0,22.0,21002.0,16439.0,1.0,1.0
gizmore,1199.0,4499.0,73.34963325,4.7,,GizFit CLOUD 1.85 IPS Large Display | AI Voice Assistant | Bluetooth Calling,Square,Blue,Silicon,Yes,22.0,Yes,1.8 inches,20 - 35 g,NO,Low,< 18000,208,2599.0,8267.0,16518.0,15090.0,22.0,21130.0,18363.0,1.0,1.0
gizmore,1799.0,5999.0,70.01166861,4.2,4813.0,"GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode",Square,Grey,Silicon,Yes,3.5,Yes,0.1 inches,20 - 35 g,NO,Low,< 18000,209,2524.0,8248.0,13562.0,15083.0,3.0,3682.0,18354.0,1.0,1.0
gizmore,1299.0,5499.0,76.37752319,3.8,3137.0,GizFit BLAZE BT Calling Smartwatch | 1.69 Inch IPS Curved 500 NITS Display,Square,Black,Silicon,Yes,3.5,Yes,0.1 inches,20 - 35 g,NO,Low,< 18000,210,2586.0,8264.0,16622.0,15089.0,3.0,3807.0,18361.0,1.0,1.0
gizmore,2799.0,8999.0,68.89654406,4.0,1994.0,GizFit GLOW AMOLED with 3.4 Cm | ALWAYS-ON | 550 NITS Brightness | BT Calling,Circle,Black,Silicon,Yes,3.5,Yes,1.4 inches,75g +,NO,Low,< 18000,211,2399.0,21515.0,16592.0,15072.0,3.0,18305.0,16475.0,1.0,1.0
gizmore,1999.0,6999.0,71.43877697,3.8,927.0,GizFit PLASMA Bluetooth Calling Smartwatch | 1.9 Inch HD Display | 550 NITS,Square,Blue,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g,YES,Low,< 18000,214,2499.0,8242.0,16473.0,15081.0,22.0,12421.0,18351.0,1.0,1.0
gizmore,2399.0,5499.0,56.37388616,5.0,3.0,GIZFIT BLAZE X 1.85 Inch Ultra HD Display | 600 NITS | BT Calling Smartwatch,Square,Burgundy,Silicon,Yes,3.5,Yes,1.9 inches,<= 20 g,NO,Low,< 18000,215,2449.0,8229.0,19103.0,15076.0,3.0,12376.0,24233.0,1.0,1.0
gizmore,1999.0,5999.0,66.67777963,3.5,30.0,Gizfit Slate BT Calling | 1.57 Inch display | AI voice Assistance,Rectangle,Black,Silicon,Yes,3.5,Yes,1.6 inches,<= 20 g,NO,Low,< 18000,218,2499.0,24554.0,16608.0,15081.0,3.0,33155.0,24244.0,1.0,1.0
gizmore,1499.0,6999.0,78.58265466,4.7,,Vogue 1.95 Edge to Edge Larger IPS HD Display Bluetooth Calling,Square,Grey,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g,YES,Low,< 18000,220,2561.0,8257.0,13583.0,15087.0,22.0,12476.0,18358.0,1.0,1.0
gizmore,6999.0,,,4.7,,GizFIt Vogue 1.95 Always On 600 NITS HD Display Bluetooth Calling,Square,Orange,Silicon,Yes,22.0,Yes,1.9 inches,20 - 35 g,YES,Low,< 18000,221,1874.0,8086.0,19103.0,15023.0,22.0,11865.0,18276.0,1.0,1.0
ambrane,1999.0,5999.0,66.67777963,3.9,1099.0,Pulse,Rectangle,Black,Synthetic,Yes,22.0,Yes,1.3 inches,20 - 35 g,NO,Low,< 18000,232,19103.0,24554.0,16608.0,1499.0,22.0,18395.0,18351.0,1.0,1.0
zebronics,2199.0,4999.0,56.01120224,3.9,272.0,Zeb-Fit Me,Square,Green,Thermo Plastic Polyurethene,Yes,22.0,Yes,3.3 inches,20 - 35 g,NO,Low,< 18000,245,2513.0,8236.0,46843.0,1699.0,22.0,2399.0,18348.0,1.0,1.0
zebronics,3499.0,5499.0,36.37024914,3.9,22.0,SPECIAL EDITION Zeb-Fit380CH BLUETOOTH CALLING,Square,Black,Silicon,Yes,22.0,Yes,4.3 inches,75g +,NO,Low,< 18000,246,2327.0,8195.0,16578.0,15063.0,22.0,2649.0,16454.0,1.0,1.0
zebronics,2399.0,7999.0,70.00875109,3.9,1328.0,Zeb-Fit4220CH,Circle,Silver,Silicon,Yes,22.0,Yes,3.3 inches,75g +,NO,Low,< 18000,248,2484.0,21522.0,21471.0,15076.0,22.0,2199.0,16486.0,1.0,1.0
zebronics,1799.0,3999.0,55.01375344,4.2,1823.0,ZEB-FIT8220CH,Square,Rose Gold,Silicon,Yes,22.0,Yes,4.3 inches,20 - 35 g,NO,Low,< 18000,256,2570.0,8248.0,19103.0,15083.0,22.0,3499.0,18354.0,1.0,1.0
zebronics,3499.0,7999.0,56.25703213,1.0,1.0,Zeb Fit 4220 CH,Circle,Black,Silicon,Yes,22.0,Yes,1.3 inches,75g +,NO,Low,< 18000,257,2327.0,21503.0,16578.0,15063.0,22.0,18288.0,16454.0,1.0,1.0
zebronics,1399.0,4499.0,68.90420093,4.0,469.0,ZEB-FIT920CH,Square,Red,Thermo Plastic Polyurethene,Yes,22.0,Yes,3.5 inches,20 - 35 g,NO,Low,< 18000,258,2627.0,8261.0,34960.0,2099.0,22.0,19103.0,18360.0,1.0,1.0
zebronics,3499.0,5999.0,41.67361227,3.9,,SPECIAL EDITION Zeb-Fit380CH METALLIC STRAP,Square,Silver,Stainless Steel,Yes,22.0,Yes,4.3 inches,75g +,NO,Low,< 18000,259,2327.0,8195.0,21196.0,73900.0,22.0,2649.0,16454.0,1.0,1.0
zebronics,1499.0,2999.0,50.01667222,3.1,24.0,Smart Time 200,Circle,Black,Rubber,Yes,22.0,Yes,2.7 inches,75g +,NO,Low,< 18000,264,2613.0,21537.0,16618.0,24949.0,22.0,19103.0,16513.0,1.0,1.0
pebble,2799.0,7499.0,62.67502334,4.4,12644.0,"Cosmos Ultra 1.91"" 600 nits BT-Calling High-Res Curved Display, Ultra-Thin Dial",Rectangle,Black,Silicon,Yes,22.0,Yes,1.9 inches,75g +,NO,Low,< 18000,269,3473.0,24537.0,16592.0,15072.0,22.0,12332.0,16475.0,1.0,1.0
pebble,4199.0,9999.0,58.00580058,4.2,541.0,"Cosmos Luxe 2.0 1.43"" AMOLED Display with BT Calling and Responsive Watch Faces",Circle,Midnight,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,271,3333.0,21491.0,29650.0,15055.0,22.0,18251.0,18318.0,1.0,1.0
pebble,1999.0,4999.0,60.0120024,4.0,4240.0,"Frost 1.87'' BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Blue,Silicon,Yes,3.5,Yes,20.0 inches,20 - 35 g,NO,Low,< 18000,272,3553.0,24554.0,16473.0,15081.0,3.0,1999.0,18351.0,1.0,1.0
pebble,1999.0,4999.0,60.0120024,4.0,4240.0,"Frost 1.87 BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Orange Alpine,Silicon,Yes,3.5,Yes,20.0 inches,20 - 35 g,NO,Low,< 18000,274,3553.0,24554.0,89900.0,15081.0,3.0,1999.0,18351.0,1.0,1.0
pebble,3999.0,9999.0,60.00600060000001,3.9,677.0,"Cosmos Grande 2.1 Largest Display, BT Calling, Wireless Charging,GPS Trajectory",Rectangle,Blue,Silicon,Yes,22.0,Yes,2.1 inches,20 - 35 g,NO,Low,< 18000,277,3353.0,24512.0,16362.0,15058.0,22.0,19103.0,18321.0,1.0,1.0
pebble,4990.0,6999.0,28.70410059,4.1,1964.0,Cosmos,Square,Maroon,Silicon,Yes,8.0,Yes,0.1 inches,75g +,NO,Low,< 18000,279,3254.0,8148.0,4990.0,15046.0,8.0,2884.0,16410.0,1.0,1.0
pebble,1499.0,4499.0,66.68148477,3.8,1338.0,"Spark Ace 1.85 Large HD Display, Health Suite, 100+ Watch Faces, 7 days battery",Rectangle,Blue,Silicon,Yes,17.5,Yes,1.9 inches,75g +,NO,Low,< 18000,280,3603.0,24565.0,16501.0,15087.0,17.0,12476.0,16513.0,1.0,1.0
pebble,4990.0,6999.0,28.70410059,5.0,3.0,"Pebble Cosmos, Bluetooth Calling smartwatch Multi Sports Modes",Square,Blue,Rubber,Yes,8.0,Yes,0.2 inches,75g +,NO,Low,< 18000,281,3254.0,8148.0,16307.0,24658.0,8.0,19103.0,16410.0,1.0,1.0
pebble,3069.0,4999.0,38.60772154,4.0,1371.0,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Black,Rectangle,Black,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,288,3446.0,24532.0,16586.0,15068.0,22.0,18295.0,18335.0,1.0,1.0
pebble,2999.0,4999.0,40.0080016,4.0,1371.0,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Blue,Rectangle,Blue,Silicon,Yes,22.0,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,295,3453.0,24533.0,16418.0,15069.0,22.0,18297.0,18336.0,1.0,1.0
pebble,4990.0,6999.0,28.70410059,4.1,,"Pebble Cosmos, Bluetooth Calling smartwatch 24 Hour Health Tracking (Burgundy)",Square,Maroon,Silicon,Yes,8.0,Yes,0.1 inches,75g +,NO,Low,< 18000,296,3254.0,8148.0,4990.0,15046.0,8.0,2884.0,16410.0,1.0,1.0
fitbit,11699.0,14999.0,22.00146676,4.3,3999.0,Versa 2,Square,Black,Silicon,Yes,3.5,Yes,1.3 inches,20 - 35 g,NO,Low,< 18000,299,18297.0,7939.0,16414.0,14968.0,3.0,17702.0,18206.0,1.0,1.0
fitbit,14999.0,,,4.7,,Charge 5,Rectangle,Black,Silicon,Yes,22.0,Yes,1.0 inches,<= 20 g,NO,Low,< 18000,300,17826.0,24278.0,16348.0,14930.0,22.0,16999.0,23893.0,1.0,1.0
fitbit,8999.0,23499.0,61.70475339,4.1,4475.0,Versa Special Edition,Square,Charcoal,Fabric,Yes,3.5,Yes,1.3 inches,20 - 35 g,NO,Low,< 18000,306,18683.0,8023.0,19103.0,89900.0,3.0,17895.0,18246.0,1.0,1.0
fitbit,16999.0,,,4.2,426.0,Versa Lite Edition,Square,Purple,Silicon,Yes,3.5,Yes,1.0 inches,20 - 35 g,NO,Low,< 18000,307,17540.0,7773.0,19103.0,14906.0,3.0,14999.0,18127.0,1.0,1.0
amazfit,3999.0,5999.0,33.33888981,4.2,3130.0,"Pop 2 with Ultra-large 1.78 inch HD AMOLED Display, BT Calling, SpO2",Square,Pink,Silicon,Yes,22.0,Yes,1.8 inches,75g +,NO,Low,< 18000,309,10299.0,8179.0,14196.0,15058.0,22.0,21002.0,16439.0,1.0,1.0
amazfit,7499.0,16999.0,55.88564033,4.3,11520.0,GTR 2 (New version)1.39HD AMOLEDBluetooth callingupto 10 days battery life,Circle,Grey,Silicon,Yes,8.0,Yes,1.4 inches,<= 20 g,NO,Low,< 18000,310,9949.0,21434.0,13154.0,15017.0,8.0,18124.0,24096.0,1.0,1.0
amazfit,4499.0,5999.0,25.00416736,4.1,333.0,Bip 3 Pro with 1.69 inch Large Color Display Built-in GPS,Square,Beige,Silicon,Yes,8.0,Yes,1.7 inches,<= 20 g,NO,Low,< 18000,311,10249.0,8164.0,20744.0,15052.0,8.0,19107.0,24177.0,1.0,1.0
amazfit,9999.0,17999.0,44.44691372,4.5,5265.0,T rex Pro 1.3HD AMOLED with advanced GPS & 10ATM water resistance,Circle,Black,Silicon,Yes,12.5,Yes,1.3 inches,75g +,NO,Low,< 18000,312,9699.0,21391.0,16448.0,14988.0,12.0,17824.0,16263.0,1.0,1.0
amazfit,16999.0,23999.0,29.167882000000002,4.3,575.0,GTR 4 1.43AMOLED display Bluetooth calling & 6 satellite GPS positioning system,Circle,Black,Silicon,Yes,8.0,Yes,1.4 inches,<= 20 g,NO,Low,< 18000,313,8999.0,21270.0,16308.0,14906.0,8.0,17759.0,23839.0,1.0,1.0
amazfit,4999.0,6999.0,28.57551079,4.1,4694.0,Bip U pro 1.43 HD display GLONASS GPS & AI assistant,Rectangle,Pink,Silicon,Yes,22.0,Yes,1.4 inches,<= 20 g,NO,Low,< 18000,314,10199.0,24491.0,14071.0,15046.0,22.0,18221.0,24163.0,1.0,1.0
amazfit,13999.0,18999.0,26.31717459,4.1,306.0,"GTS 3 1,75 HD AMOLED with advanced GPS and 150+ sports modes",Square,Misty Rose,Silicon,Yes,8.0,Yes,1.8 inches,20 - 35 g,NO,Low,< 18000,315,9299.0,7867.0,19103.0,14941.0,8.0,20548.0,18172.0,1.0,1.0
amazfit,13999.0,18999.0,26.31717459,4.1,918.0,GTR 3 1.3 HD AMOLED with Always on Display and powerful Zepp OS,Circle,Grey,Silicon,Yes,17.5,Yes,1.4 inches,20 - 35 g,NO,Low,< 18000,316,9299.0,21322.0,12690.0,14941.0,17.0,17874.0,18172.0,1.0,1.0
